id	term	count
6902	and implement	6
6903	text classifier	6
6904	assessment and	6
6905	of certain	6
6906	couple of	6
6907	restricted to	6
6908	task including	6
6909	resolution of	6
6910	and scalable	6
6911	number and	6
6912	no longer	6
6913	property and	6
6914	of state-of-the-art	6
6915	dependent on	6
6916	and global	6
6917	chinese and	6
6918	paraphrase detection	6
6919	extremely important	6
6920	in view	6
6921	learning based	6
6922	chinese language	6
6923	a recurrent	6
6924	long text	6
6925	measurement of	6
6926	internet ha	6
6927	summarization approach	6
6928	current state-of-the-art	6
6929	metric of	6
6930	is therefore	6
6931	unit and	6
6932	phrase embedding	6
6933	outperforms state-of-the-art	6
6934	f value	6
6935	massive data	6
6936	significantly improved	6
6937	pertaining to	6
6938	customer requirement	6
6939	known to	6
6940	a procedure	6
6941	and conceptual	6
6942	on opinion	6
6943	learning framework	6
6944	evaluation lab	6
6945	state-of-the-art technique	6
6946	summary is	6
6947	article a	6
6948	pre-trained word	6
6949	reduction method	6
6950	novel feature	6
6951	evaluation in	6
6952	in mining	6
6953	introduced in	6
6954	proven to	6
6955	is different	6
6956	method us	6
6957	of vocabulary	6
6958	published in	6
6959	society of	6
6960	possibility to	6
6961	and useful	6
6962	various feature	6
6963	document type	6
6964	real-world data	6
6965	to sentence	6
6966	metric to	6
6967	component analysis	6
6968	of communication	6
6969	change of	6
6970	proposed research	6
6971	growing amount	6
6972	is related	6
6973	a movie	6
6974	human language	6
6975	human judgment	6
6976	on textual	6
6977	is concerned	6
6978	and found	6
6979	complex task	6
6980	resource in	6
6981	mine accident	6
6982	accident report	6
6983	finding indicate	6
6984	early stage	6
6985	of wordnet	6
6986	a wordnet	6
6987	flow of	6
6988	a larger	6
6989	practice is	6
6990	dictionary-based approach	6
6991	corpus linguistics	6
6992	is given	6
6993	well in	6
6994	and share	6
6995	wa compared	6
6996	reader to	6
6997	issue is	6
6998	word used	6
6999	research to	6
7000	is represented	6
7001	a day	6
7002	experience and	6
7003	area is	6
7004	in learning	6
7005	student and	6
7006	tool used	6
7007	information management	6
7008	of adverse	6
7009	expansion of	6
7010	company and	6
7011	opinion classification	6
7012	robust and	6
7013	devoted to	6
7014	visualization of	6
7015	of technological	6
7016	in finding	6
7017	reasoning and	6
7018	evaluation process	6
7019	effectively and	6
7020	rule to	6
7021	and character	6
7022	word identification	6
7023	workshop on	6
7024	clinical case	6
7025	taxonomy of	6
7026	existing study	6
7027	scheme and	6
7028	approach including	6
7029	reported in	6
7030	at different	6
7031	evaluation method	6
7032	concept word	6
7033	similarity measurement	6
7034	similarity based	6
7035	long short	6
7036	component to	6
7037	to execute	6
7038	and another	6
7039	and tested	6
7040	resource a	6
7041	lexicon is	6
7042	and market	6
7043	a potential	6
7044	challenge is	6
7045	to explain	6
7046	to in	6
7047	tweet to	6
7048	service provider	6
7049	competitive advantage	6
7050	author of	6
7051	to clarify	6
7052	term conflation	6
7053	ha proven	6
7054	many language	6
7055	hybrid technique	6
7056	obtained in	6
7057	and news	6
7058	processed by	6
7059	news in	6
7060	different model	6
7061	solely on	6
7062	expressed by	6
7063	relevant entity	6
7064	example a	6
7065	thus a	6
7066	still a	6
7067	a state-of-the-art	6
7068	expression in	6
7069	of character	6
7070	accuracy by	6
7071	community member	6
7072	a project	6
7073	on morphological	6
7074	average precision	6
7075	high level	6
7076	a wikipedia	6
7077	main component	6
7078	weight and	6
7079	to multiple	6
7080	biomedical document	6
7081	of multilingual	6
7082	a medical	6
7083	is stored	6
7084	error and	6
7085	a two-stage	6
7086	submitted to	6
7087	include a	6
7088	first and	6
7089	a map	6
7090	entity mention	6
7091	knowledge by	6
7092	in medical	6
7093	baseline system	6
7094	based system	6
7095	edition of	6
7096	place and	6
7097	in french	6
7098	cultural heritage	6
7099	and noisy	6
7100	performance comparison	6
7101	ha achieved	6
7102	feeling of	6
7103	of assigning	6
7104	architecture of	6
7105	higher performance	6
7106	data stream	6
7107	several state-of-the-art	6
7108	different kind	6
7109	to locate	6
7110	wa built	6
7111	and reliable	6
7112	user profile	6
7113	ensemble method	6
7114	a multilingual	6
7115	a f	6
7116	emotion mining	6
7117	french and	6
7118	in accuracy	6
7119	tweet is	6
7120	svm classifier	6
7121	to separate	6
7122	contributing to	6
7123	spanish language	6
7124	trying to	6
7125	bayes algorithm	6
7126	and group	6
7127	of recall	6
7128	of negative	6
7129	qualitative and	6
7130	of student	6
7131	variation in	6
7132	to augment	6
7133	of causal	6
7134	is beneficial	6
7135	more importantly	6
7136	a relation	6
7137	patent text	6
7138	chemical compound	6
7139	progress in	6
7140	of shared	6
7141	and company	6
7142	by researcher	6
7143	price movement	6
7144	extracted feature	6
7145	thanks to	6
7146	hierarchical structure	6
7147	participation in	6
7148	and finding	6
7149	if a	6
7150	insight to	6
7151	available datasets	6
7152	in automated	6
7153	on supervised	6
7154	in literature	6
7155	noun verb	6
7156	assign a	6
7157	negative review	6
7158	ncbi disease	6
7159	disease corpus	6
7160	recognition in	6
7161	dictionary is	6
7162	introducing a	6
7163	parameter and	6
7164	clustering ha	6
7165	belong to	6
7166	function of	6
7167	a manually	6
7168	of noisy	6
7169	retrieval technique	6
7170	malay language	6
7171	stemming accuracy	6
7172	and perform	6
7173	and develop	6
7174	applying text	6
7175	by many	6
7176	of predicting	6
7177	continues to	6
7178	specific aspect	6
7179	best accuracy	6
7180	twitter sentiment	6
7181	of expert	6
7182	is increasingly	6
7183	and insight	6
7184	concept to	6
7185	online discussion	6
7186	exploit a	6
7187	explosive growth	6
7188	of sarcasm	6
7189	a service	6
7190	main task	6
7191	clustering coefficient	6
7192	many task	6
7193	typo in	6
7194	intelligence technique	6
7195	at extracting	6
7196	aimed to	6
7197	class label	6
7198	activity in	6
7199	grammar and	6
7200	human computer	6
7201	context in	6
7202	graph based	6
7203	valuable resource	6
7204	adopted to	6
7205	to gather	6
7206	novel framework	6
7207	and public	6
7208	social issue	6
7209	and annotation	6
7210	interpretation of	6
7211	failed to	6
7212	cache transition	6
7213	search process	6
7214	a relationship	6
7215	of determining	6
7216	shared by	6
7217	empirical analysis	6
7218	semantic based	6
7219	of supervised	6
7220	on analyzing	6
7221	end user	6
7222	frequency-inverse document	6
7223	text-mining and	6
7224	is demonstrated	6
7225	time period	6
7226	extracted information	6
7227	and inference	6
7228	available a	6
7229	in feature	6
7230	biomedical article	6
7231	constructing a	6
7232	biomedical corpus	6
7233	and keyword	6
7234	a proper	6
7235	discussion of	6
7236	association of	6
7237	situation in	6
7238	review a	6
7239	negative impact	6
7240	environment and	6
7241	structured document	6
7242	a base	6
7243	management and	6
7244	search query	6
7245	increasing interest	6
7246	small number	6
7247	reviewer and	6
7248	sale and	6
7249	tested in	6
7250	opportunity and	6
7251	a university	6
7252	is established	6
7253	method provides	6
7254	acquisition of	6
7255	correlation among	6
7256	in computer	6
7257	a standard	6
7258	special focus	6
7259	topic include	6
7260	and accurate	6
7261	is aimed	6
7262	a patient	6
7263	on classification	6
7264	a quantitative	6
7265	a feasible	6
7266	like twitter	6
7267	linguistic and	6
7268	assist in	6
7269	of known	6
7270	clinical data	6
7271	and management	6
7272	positively correlated	6
7273	in solving	6
7274	similarity value	6
7275	primary study	6
7276	and highlight	6
7277	of relevance	6
7278	approach performs	6
7279	radial basis	6
7280	to suggest	6
7281	activity and	6
7282	and coverage	6
7283	daily basis	6
7284	on facebook	6
7285	and variety	6
7286	meaningful information	6
7287	data warehouse	6
7288	a timely	6
7289	of representation	6
7290	score is	6
7291	database is	6
7292	of narrative	6
7293	extracting knowledge	6
7294	propose and	6
7295	in nature	6
7296	aiming to	6
7297	opinion data	6
7298	existing ontology	6
7299	text on	6
7300	to interpret	6
7301	wordnet and	6
7302	semantic model	6
7303	semantic frame	6
7304	software artifact	6
7305	sensitive to	6
7306	electronics information	6
7307	communication engineer	6
7308	position of	6
7309	rich information	6
7310	to weight	6
7311	by domain	6
7312	baseline approach	6
7313	legal domain	6
7314	period of	6
7315	technique including	6
7316	sentence extraction	6
7317	medium analytics	6
7318	three step	6
7319	information content	6
7320	to manually	6
7321	is observed	6
7322	health status	6
7323	constructed to	6
7324	internet data	6
7325	function and	6
7326	platform to	6
7327	and svm	6
7328	many case	6
7329	account of	6
7330	textual resource	6
7331	ha already	6
7332	generates a	6
7333	of association	6
7334	analysis text	6
7335	and general	6
7336	lda model	6
7337	management of	6
7338	meeting minute	6
7339	support to	6
7340	set theory	6
7341	particle swarm	6
7342	much better	6
7343	evaluation criterion	6
7344	to easily	6
7345	online customer	6
7346	para el	6
7347	el procesamiento	6
7348	procesamiento del	6
7349	del lenguaje	6
7350	lenguaje natural	6
7351	fuzzy thesaurus	6
7352	of opinionated	6
7353	consumer sentiment	6
7354	topical information	6
7355	in wikipedia	6
7356	word relatedness	6
7357	google n-gram	6
7358	implemented and	6
7359	daily life	6
7360	layer to	6
7361	on arabic	6
7362	computational complexity	6
7363	material science	6
7364	chinese medicinal	6
7365	medicinal material	6
7366	based keyword	6
7367	and feeling	6
7368	people and	6
7369	positive sentiment	6
7370	categorization is	6
7371	of infrastructure	6
7372	text pattern	6
7373	categorization of	6
7374	semantic class	6
7375	a wealth	6
7376	on mining	6
7377	quality measure	6
7378	open innovation	6
7379	is trained	6
7380	is comparable	6
7381	apply text	6
7382	tree structure	6
7383	in building	6
7384	to optimize	6
7385	scalability of	6
7386	of potential	6
7387	more efficiently	6
7388	name entity	6
7389	of abbreviation	6
7390	to verify	6
7391	feedback comment	6
7392	main problem	6
7393	post in	6
7394	web ha	6
7395	punjabi language	6
7396	language specific	6
7397	target and	6
7398	target in	6
7399	constraint and	6
7400	academia and	6
7401	to topic	6
7402	main goal	6
7403	is efficient	6
7404	to word	6
7405	to utilize	6
7406	information effectively	6
7407	hybrid system	6
7408	patent data	6
7409	if applicable	6
7410	empirical evaluation	6
7411	of corpus	6
7412	limitation in	6
7413	on web	6
7414	source in	6
7415	software development	6
7416	document analysis	6
7417	identification is	6
7418	concept analysis	6
7419	automatic document	6
7420	entity mentioned	6
7421	of heuristic	6
7422	concept based	6
7423	open access	6
7424	sa is	6
7425	of on-line	6
7426	community question	6
7427	in cqa	6
7428	some application	6
7429	biodiversity literature	6
7430	mining workflow	6
7431	content word	6
7432	work to	6
7433	is well	6
7434	pattern mining	6
7435	query word	6
7436	information need	6
7437	news video	6
7438	microblog post	6
7439	association measure	6
7440	aiming at	6
7441	of li	6
7442	li faculty	6
7443	service discovery	6
7444	level feature	6
7445	technique include	6
7446	training example	6
7447	a polarity	6
7448	analysis process	6
7449	retention period	6
7450	influence style	6
7451	function is	6
7452	in multilingual	6
7453	and punjabi	6
7454	relation type	6
7455	of syntactic	6
7456	professional and	6
7457	computational method	6
7458	of dbpedia	6
7459	ontology is	6
7460	post on	6
7461	key concept	6
7462	a protein	6
7463	australian computer	6
7464	ontology alignment	6
7465	functional size	6
7466	online rlsi	6
7467	document network	6
7468	temporal relation	6
7469	ohsumed disease	6
7470	defect record	6
7471	record retrieval	6
7472	conceptlink graph	6
7473	to employ	5
7474	traditional machine	5
7475	deep learning-based	5
7476	sentence by	5
7477	potential in	5
7478	digital transformation	5
7479	adapt to	5
7480	existing literature	5
7481	legal argument	5
7482	case and	5
7483	structure in	5
7484	owing to	5
7485	growth in	5
7486	of u	5
7487	of reading	5
7488	and consistency	5
7489	a representative	5
7490	and others	5
7491	a classical	5
7492	currently available	5
7493	ha recently	5
7494	related field	5
7495	of science	5
7496	progress ha	5
7497	accuracy compared	5
7498	a financial	5
7499	systematic literature	5
7500	evidence to	5
7501	achieved on	5
7502	and number	5
7503	wide variety	5
7504	considered in	5
7505	in customer	5
7506	of food	5
7507	a reference	5
7508	a selection	5
7509	great importance	5
7510	relevance of	5
7511	huge number	5
7512	and providing	5
7513	by leveraging	5
7514	computational cost	5
7515	automatic generation	5
7516	engine and	5
7517	ranking and	5
7518	and noun	5
7519	little work	5
